IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;BESOIN_RES_NUM;DATE_DECLARATION_OPERATEUR
CELLNEX France SAS;CNFS;8,2146E+13;Nanterre;BATIMENT B 58 AVENUE EMILE ZOLA  92100 BOULOGNE-BILLANCOURT   ;0;28/03/2021 00:00
Cello ;CELL;811289925;Bobigny;LOT 236 100 AVENUE DU GENERAL LECLERC  93500 PANTIN   ;0;25/06/2015 00:00
Celya;CELY;3,84586E+13;Nantes; 298 ROUTE DE VANNES  44700 ORVAULT   ;1;15/10/2009 00:00
Centaurion SAS;CNTR;7,92046E+13;TOURS; 26 RUE DE LA CHANTERIE  37540 SAINT CYR SUR LOIRE   ;0;20/03/2020 00:00
Central Com Entreprise;CCEE;5,05388E+13;Rennes;ANGLE RUE JEAN MONNET 2 RUE DE LA VIEILLE VILLE BP 60215 35600 REDON   ;0;09/05/2019 00:00
Centrale réseaux;CERE;5,09611E+13;W921001890 Sous-préfecture Antony;ECOLE CENTRALE GRANDE VOIE DES VIGNES 2  AVENUE SULLY PRUDHOMME  92290 CHATENAY MALABRY   ;0;15/05/2015 00:00
Centraphone;CENE;3,92974E+13;Orléans; 37 RUE NICEPHORE NIEPCE  45700 VILLEMANDEUR   ;0;22/05/2015 00:00
Centre de formation et de recherche à la relation d'aide et de soins;CEFR;3,14504E+13;Cholet; ALLEE PHYTOLIA BP 80012 49120 CHEMILLE-MELAY   ;0;29/08/2017 00:00
Centre régional informatique et d'applications numériques de Normandie;CRIH;383599990;ROUEN; 745 AVENUE DE L'UNIVERSITE  76800 SAINT-ETIENNE-DU-ROUVRAY   ;0;17/09/2015 00:00
Centrex France;CENC;8,2749E+13;NANTERRE; 88 TER AVENUE DU GENERAL LECLERC  92100 BOULOGNE-BILLANCOURT   ;0;16/10/2017 00:00
Centrex Outremer;CETR;8,31545E+13;Pointe-à-Pitre;CENTRE COMMERCIAL BOISRIPEAUX-LOT 2   97139 LES ABYMES   ;0;12/12/2017 00:00
Ceriz;CERI;8,08558E+13;Pontoise; 16 RUE AMPERE  95300 PONTOISE   ;0;01/01/2015 00:00
Cesept;CSPT;8,37683E+13;Créteil; 13 AVENUE DE LA DIVISION LECLERC  94230 CACHAN   ;0;27/07/2021 00:00
CETSI;CETS;3,37959E+13;Nanterre;ENTREE 105 93 RUE VEUVE LACROIX  92000 NANTERRE   ;0;30/08/2006 00:00
CG communications ;CGCO;8,05113E+13;Paris; 113 RUE DE ROME  75017 PARIS   ;0;31/01/2017 00:00
Cham;CHAM;4,24235E+13;Annecy; 110 CHEMIN DES CHOSALETS  74400 CHAMONIX-MONT-BLANC   ;0;15/05/2014 00:00
CHAMBRE DE COMMERCE ET D'INDUSTRIE D'AJACCIO ET DE LA CORSE DU SUD;R073; ;xxxxxx;HOTEL CONSULAIRE QUAI L'HERMINIER BP 253 20180 AJACCIO  CEDEX 1 ;0;05/12/2003 00:00
Chambre de commerce et d'industrie de Bastia et de la Haute Corse;CIBC;1,8202E+13;Bastia; RUE DU NOUVEAU PORT BP 223 20293 BASTIA  CEDEX ;0;10/07/2018 00:00
CHAMBRE DE COMMERCE ET D'INDUSTRIE DE BORDEAUX;R074;1,833E+13; ; 12 PLACE DE LA BOURSE  33076 BORDEAUX  CEDEX ;0;24/07/2003 00:00
CHAMBRE DE COMMERCE ET D'INDUSTRIE DE BREST;R075;1,829E+13; ; 1 PLACE DU 19ÈME RI BP 92028 29220 BREST  CEDEX 2 ;0;20/08/2004 00:00
Chambre de commerce et d'industrie de Paris Ile-de-France;CCIP;1,30017E+13;Paris; 27 AVENUE DE FRIEDLAND  75008 PARIS   ;0;28/02/2014 00:00
Chambre de commerce et d'industrie Nice Côte d'Azur;CNCA;1,806E+13; ; 20 BOULEVARD CARABACEL CS 1259 06005 NICE  CEDEX 1 ;0;26/11/2012 00:00
Chambre de commerce industrie Nantes Saint-Nazaire;CCIN;1,30008E+13;Orléans; 16 QUAI ERNEST RENAUD BP 90157 44105 NANTES  CEDEX 04 ;0;05/02/2014 00:00
Charente-Maritime Très Haut Débit;CMTD;8,24501E+13;La Rochelle; 24/28 AVENUE LOUIS LUMIERE  17180 PERIGNY   ;0;07/03/2018 00:00
Chartres métropole innovations numériques;CMIN;8,15389E+13;Chartres;HOTEL DE VILLE PLACE DES HALLES  28000 CHARTRES   ;0;28/12/2015 00:00
Chaul'hertz;CHHE; ;W712002569 ASSO Chalon sur Saone;LIEU DIT CHAULEY 7 RUE DE VAULVRY  71620 ST MAURICE EN RIVIERE   ;0;27/09/2010 00:00
Cheops technology France;CHTF;4,15051E+13;Bordeaux; 37 RUE THOMAS EDISON  33610 CANEJAN   ;0;12/04/2019 00:00
CHER HAUT DEBIT;CHDP;5,20097E+13;Nanterre; ZA DE L'ESTUAIRE  50220 POILLEY   ;0;29/04/2010 00:00
Chevallier;CHVL;4,33982E+13;REIMS;ZA LA CERISIERE 10 RUE DES PRESSOIRS  51530 MARDEUIL MARNE  ;0;01/02/2018 00:00
CHEYNET JEROME;CHEY;5,3527E+13;HAUTE-SAVOIE; 150 PROMENADE MARIE CURIE  74190 PASSY   ;0;28/01/2013 00:00
CHI Pays du Mont-Blanc;CHIM;2,67411E+13;Annecy; 380 RUE DE L HOPITAL  74703 SALLANCHES   ;0;29/01/2015 00:00
Chimchai;CHAI;5,12242E+13;Marseille; 57 PLACE JEAN JAURES  13005 MARSEILLE   ;0;13/06/2017 00:00
China mobile international France (CMI France);CMIF;8,2132E+13;Paris; 34 AVENUE DES CHAMPS-ELYSEES  75008 PARIS   ;0;05/01/2017 00:00
China Telecom (France) Limited;CTFL;7,94329E+13;Nanterre; 88 BOULEVARD GALLIENI  92130 ISSY LES MOULINEAUX   ;1;23/09/2013 00:00
China Unicom (Europe) operations limited;CHIN;8,31808E+13;Nanterre;LEVEL 35 CANARY WHARF CANADA SQUARE 25  E14 5LQ LONDON   ROYAUME-UNI;0;28/04/2010 00:00
Chrysalead-group;CHRY;7,98703E+13;Strasbourg ; 23 RUE DE REIMS  67000 STRASBOURG   ;0;25/04/2014 00:00
CIEL TELECOM;CITE;4,78515E+13;Le Mans; 4 RUE DU DAHOMEY  75011 PARIS   ;0;26/07/2021 00:00
Circet;CIRC;3,90073E+13;Toulon; 14 AVENUE LION  83210 SOLLIES-PONT   ;0;13/11/2015 00:00
Cirrus;CIRR;3,83158E+13;Saint-Denis;SAVANNA 4 RUE JULES THIREL  97460 SAINT-PAUL   ;0;31/08/2017 00:00
CIRTEL;CIRT;4,8947E+13;MULHOUSE;BAT. SIME 31 DE L'EUROPE  68700 CERNAY   ;0;21/05/2013 00:00
CISSE Béatrice;CISS;3,99978E+13;PARIS; 23 RUE JEAN DE LA FONTAINE  75016 PARIS   ;0;17/04/2015 00:00
CIT;CITC;8,19319E+13;Melun; 1 RUE DU CHEMIN VIEUX (1E)  77650 SAINT-LOUP-DE-NAUD   ;0;29/11/2016 00:00
CityFast;MIRO;8,43935E+13;Paris; 59 AVENUE PIERRE MENDES FRANCE  75013 PARIS   ;0;30/11/2018 00:00
CITYPASSENGER;CITY;4,38384E+13;EVRY; 1 AVENUE DE L'ATLANTIQUE BP 903 91976 LES ULIS COURTABOEUF  CEDEX ;0;11/07/2013 00:00
CIV France;CIVF;3,00485E+13;Lille;PARC D ACTIVITE DE MELANTOIS RUE DES SAULES  59262 SAINGHIN-EN-MELANTOIS   ;0;16/11/2017 00:00
CL hosting;CLHO;8,87827E+13;Aix-en-Provence; 1 RUE SAINT DOMINIQUE  13170 LES PENNES-MIRABEAU   ;0;03/09/2020 00:00
CL Systems;CLSY;5,13435E+13;Bobigny; 6 RUE SIMONE BIGOT  93360 NEUILLY PLAISANCE   ;0;21/03/2014 00:00
Claranet;CLAR;4,19632E+13;Paris; 2 RUE BREGUET  75011 PARIS   ;0;27/02/2020 00:00
Clear connections Ireland Ltd;CCIR; ;Registration number in Ireland 304109 ;19 THE EXCHANGE - CALMOUNT PARK    DUBLIN D12 F5X0   IRLANDE;0;03/09/2020 00:00
Clem com LTD;CLOM; ;20431/4249; 3 RUE SEBASTOPOL  00230 PORT LOUIS   MAURICE;1;16/01/2019 00:00
Clementier;CLER;8,08582E+13;Rouen; 5 RUE JACQUES MONOD BP 558 76130 MONT-SAINT-AIGNAN   ;0;21/10/2015 00:00
Clemessy télécommunicaitons;CLMY;3,53917E+13;Mulhouse; 8 AVENUE DE FRANCE  68310 WITTELSHEIM   ;0;17/09/2015 00:00
Clermont Communauté networks;CCNE;4,91352E+13; ;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;26/08/2008 00:00
Clever twist;CLEST;8,03305E+13;Marseille ; 238 AVENUE DES POILUS  13013 MARSEILLE   ;0;18/02/2016 00:00
CLEVERNETWORK;CLEV;5,20386E+13;Paris; 7 RUE PAUL LELONG  75002 PARIS   ;0;09/03/2010 00:00
Clic on line;CLON;4,29607E+13;Thonon-les-Bains; 83 IMPASSE ALEXIS LEAUD  74430 SAINT-JEAN-D AULPS   ;0;25/03/2018 00:00
Clicspot;CLIC;8,12944E+13;Paris; 10 RUE DE PENTHIEVRE  75008 PARIS   ;0;07/01/2016 00:00
Cliveman;CVMN;5,28712E+13;Paris; 84 AVENUE DE LA REPUBLIQUE  75011 PARIS   ;0;17/05/2019 00:00
Cloud advice;CLAD;8,52685E+13;Lyon; 3 CHEMIN DE L'INDUSTRIE  69570 DARDILLY   ;0;03/02/2020 00:00
Cloud normand;CLND;8,1987E+13;Caen; 50 AVENUE DE LA PLAGE  14150 OUISTREHAM   ;0;17/06/2016 00:00
Cloud telecom;CLTE;8,90811E+13;Bobigny; 12-34 RUE DES CHARDONNERETS BP 59424 93290 TREMBLAY EN FRANCE  ROISSY CDG CEDEX ;0;12/11/2020 00:00
Cloud9 mobile communications;CLO9; ;5474679;CROCKFORD LANE-CHINEHAM-BASINGSTOKE PINEWOOD-CHINEHAM BUSINESS PARK-  RG24 6AL HAMPSHIRE   ROYAUME-UNI;0;03/02/2014 00:00
Cloudata;CLTA;7,53919E+13;Nanterre; LA BOURSIDIERE BP 121 92350 LE PLESSIS-ROBINSON   ;0;11/03/2014 00:00
Cloudi-Fi;CLFI;8,00747E+13;Pontoise; 4 ALLEE DU GRAND CHARIOT  95490 VAUREAL   ;0;06/10/2017 00:00
CLOUD-IT;CLIT;7,53564E+13;ARRAS;CENTRE FLEMING AVENUE FLEMING  62400 BETHUNE   ;0;15/04/2013 00:00
Cloudnimbus Holdings Ltd;CNMB; ;9820855; 33 SUN STREET  EC2M 2PY LONDON   ROYAUME-UNI;0;19/05/2020 00:00
Club des utilisateurs d'internet à Creysseilles;CUIC; ;N W072001016 Préfecture de l'Ardèche;LE FEMEIL 1 PLACE DE LA MAIRIE  07000 CREYSSEILLES   ;0;19/03/2018 00:00
Club informatique;R024; ;Pas de numéro dans le dossier; MAIRIE  03240 LE MONTET   ;0;23/07/2003 00:00
Club telecom;REAU;5,00537E+13;Bordeaux; 18 AVENUE GUSTAVE EIFFEL  33600 PESSAC   ;0;30/01/2014 00:00
CM Telecom France;CMTF;8,02947E+13;Paris; 76/78 RUE SAINT LAZARE  75009 PARIS   ;0;26/06/2014 00:00
CMP TOPO;CMPT;7,94464E+13;Béziers; 5 CHEMIN DES FOIRES  34850 PINET   ;0;27/01/2021 00:00
CMRE Logiciel;CMRE;3,33265E+13;Bourg-en-Bresse; 259 ROUTE DES SOUDANIERES CS 10002 01250 CEYZERIAT   ;0;09/09/2014 00:00
CMRP;CMRP;4,5147E+13;Versailles; 5 RUE DU CHANT DES OISEAUX  78360 MONTESSON   ;1;14/10/2008 00:00
Coaxis hosting;CXIS;4,01153E+13;Agen; 2322 ROUTE DU LATERAL  47400 FAUGUEROLLES   ;0;15/06/2020 00:00
Cocosurf;COCO; ;W22002552 Sous-préfecture Roanne; RUE DE L HOPITAL  42370 SAINT HAON LE CHATEL   ;0;26/05/2014 00:00
Codecom;CODC;3,90209E+13;Nanterre; 154 BOULEVARD GENERAL DE GAULLE  92380 GARCHES   ;0;16/05/2018 00:00
Codepi;CDPI;4,22683E+13;Bobigny; 261 RUE DE PARIS  93100 MONTREUIL   ;1;07/01/2008 00:00
Cofintex 6 SA;COEX;4,10621E+13;Créteil; 5 AVENUE DES FRERES LUMIERES  94356 VILLIERS-SUR-MARNE  CEDEX ;0;12/01/2017 00:00
Cofintex 6 SA;COFX;4,10621E+13;Créteil; 5 AVENUE DES FRERES LUMIERE  94356 VILLIERS SUR MARNE  CEDEX ;0;18/06/2018 00:00
Cofiroute;COFI;5,52116E+13;Nanterre; 12-14 RUE LOUIS BLERIOT  92500 RUEIL-MALMAISON   ;0;24/06/2016 00:00
Cogent communications France;COGE;4,29166E+13;Nanterre; 77 BOULEVARD DE LA REPUBLIQUE  92257 LA GARENNE COLOMBES  CEDEX ;0;09/06/2000 00:00
Cogidis;COGI;4,3247E+13;Versailles ;ZAC DES CHEVRIES 9 RUE DES VIEILLES GRANGES  78410 AUBERGENVILLE   ;0;22/10/2018 00:00
Colibriwithus;COLI;4,80608E+13;Nanterre;174 BUREAUX DE LA COLLINE 1 RUE ROYALE  92213 ST CLOUD  CEDEX ;0;14/06/2006 00:00
Collaboration Services;CLBR;8,17977E+13;Versailles; 43 BOULEVARD VAUBAN  78280 GUYANCOURT   ;0;02/11/2018 00:00
Collecte localisation satellites;CLSC;3,38034E+13;Toulouse; 11 RUE HERMES  31520 RAMONVILLE-SAINT-AGNE   ;0;03/10/2016 00:00
Collectivité de Saint-Barthélémy;CSBY;2,19711E+13; ;LA POINTE GUSTAVIA RUE DE PITEA BP113 97133 SAINT BARTHELEMY   ;0;30/04/2019 00:00
Colombia;COLO;3,78078E+13;Créteil; 32 AVENUE OUDINOT  94340 JOINVILLE-LE-PONT   ;0;24/10/2020 00:00
Color telecom;MIXW;5,25054E+13;PARIS; 59 RUE DES PETITS CHAMPS  75001 PARIS   ;1;13/03/2018 00:00
Colt technology services;COLT;4,02629E+13;Nanterre; 23 RUE PIERRE VALETTE  92247 MALAKOFF  CEDEX ;1;12/12/1996 00:00
Com network;COMK;4,80937E+13;Aix-en-Provence;DOMAINE DE TOURILLON RUE DENIS PAPIN  13857 AIX-EN-PROVENCE  CEDEX 3 ;0;29/03/2018 00:00
Com' on connect;CMNC;8,53012E+13;Le Mans; 4 CHEMIN DE L HUILERIE  72340 MARCON   ;0;03/06/2020 00:00
Com Révolution;COMR;8,39652E+13;BAYONNE; 28 RUE LORMAND  64100 BAYONNE   ;0;10/05/2021 00:00
Com services pro;COMO;8,20025E+13;Lyon; 46 BIS RUE CENTRALE  69290 CRAPONNE   ;0;24/05/2016 00:00
Com Unic;COUC;4,77562E+13;Annecy;SEYNOD 47 AVENUE DU VAL VERT  74000 ANNECY   ;0;10/11/2017 00:00
Comactions;CMTN;8,24896E+13;Meaux; 31 AVENUE JEAN MOULIN  77200 TORCY   ;0;24/07/2017 00:00
Comcable;COMC;3,82841E+13;Paris; 5 BIS RUE DU PETIT ROBINSON  78350 JOUY-EN-JOSAS   ;1;27/10/2008 00:00
Comcloud;COCL;8,20984E+13;Nanterre; 134 AVENUE DE VERDUN  92130 ISSY-LES-MOULINEAUX   ;0;13/10/2017 00:00
Comeca;COMA;5,14068E+13;Boulogne-sur-Mer;ZONE D'ACTIVITES MARCEL DORET 405 RUE MARCEL DASSAULT  62100 CALAIS   ;0;27/10/2016 00:00
COMEVA;COME;7,94146E+13;CHATEAUROUX;ZA LES CHAMPS DU BOIS 9 RUE LOUIS MALBÈTE  36130 DEOLS   ;0;12/09/2013 00:00
Comin desk;COSK;7,92013E+13;Créteil; 47 ROUTE DU PLESSIS TREVISE  94430 CHENNEVIERES SUR MARNE   ;0;14/06/2016 00:00
COM'INT;COMI;4,12966E+13;Aix;BAT. A1 - ZAC LES TUILERIES   13112 LA DESTROUSSE   ;0;03/10/2006 00:00
Comiptel;COEL;8,44544E+13;Draguignan; 54 CHEMIN DE PUITS DE CROS  83340 LE THORONET   ;0;15/01/2019 00:00
Comité Champs Elysées;CCES; ;W751033245; 39 AVENUE DES CHAMPS ELYSEES  75008 PARIS   ;0;09/03/2016 00:00
Comité des fêtes de Kermeur en Plougonven;CFKP; ;1119 ASSO Morlaix; LIEU DIT KERMEUR  29640 PLOUGONVEN   ;0;14/05/2007 00:00
Comlink;COML;8,07654E+13;Arras; 184 RUE DU VIEUX CHATEAU  62220 CARVIN   ;0;05/07/2017 00:00
Commerce and communication;COCM;4,2373E+13;Aix-en-Provence; 40 BOULEVARD MARCEL CACHIN  13500 MARTIGUES   ;0;04/03/2020 00:00
Comminges haut débit;COHD; ;Sous-préfecture Saint-Gaudens;MAIRIE 2 BOULEVARD JEANNE D ARC  31800 LABARTHE-RIVIERE   ;0;10/12/2015 00:00
Communauté d'agglomération Ardenne métropole;CA08;200041630;Charleville-Mézières;BP 30559 49 AVENUE LEON BOURGEOIS  08003 CHARLEVILLE-MEZIERES  CEDEX ;0;26/08/2020 00:00
Communauté d'agglomération Arles Crau Camargue Montagnette ACCM;ACCM;2,413E+13; ;CITE YVAN AUDOUARD 5 RUE YVAN AUDOUARD BP 30228 13637 ARLES  CEDEX ;0;16/01/2017 00:00
Communauté d'agglomération Béziers Méditerranée;CABM;2,43401E+13; ; 39 BOULEVARD DE VERDUN  34500 BEZIERS   ;0;11/01/2016 00:00
Communauté d'agglomération Carcassonne agglo;CAAG;2,00036E+13;Préfecture Aude; 1 RUE PIERRE GERMAIN CS 20010 11890 CARCASSONNE  CEDEX 9 ;0;14/03/2016 00:00
Communauté d'agglomération Châlons-en-Champagne;CACH;2,00067E+13;Orléans;HOTEL DE VILLE PLACE DU MARECHAL FOCH  51000 CHALONS-EN-CHAMPAGNE   ;0;28/02/2018 00:00
Communauté d'agglomération Clermontoise-Clermont Communauté;CA63;2,46301E+13; ; 64/66 AVENUE DE L UNION SOVIETIQUE BP 231 63007 CLERMONT FERRAND  CEDEX 1 ;0;10/07/2015 00:00
Communauté d'agglomération de Grand Châtellerault;CAPC;2,486E+13;Préfecture de la Vienne; 78 BOULEVARD BLOSSAC CS 90618 86106 CHATELLERAULT   ;0;21/04/2017 00:00
Communauté d'agglomération du grand Narbonne;CAGN;2,41101E+13; ; 12 BOULEVARD FREDERIC MISTRAL  11000 NARBONNE   ;0;22/01/2016 00:00
Communauté d'agglomération du Grand Verdun;CAGV;2,00049E+13;Verdun; 11 RUE DU PRESIDENT POINCARE CS 80719 55107 VERDUN CEDEX   ;0;25/08/2016 00:00
Communauté d'agglomération du Pays de Saint-Omer;CAST;2,00069E+13;Préfecture du Pas-de-Caliais; 2 RUE ALBERT CAMUS  62968 LONGUENESSE   ;0;14/02/2017 00:00
Communaute d'agglomération Grand Paris Sud Seine-Essonne-Senart;GPSE;2,00059E+13;COURCOURONNES;COURCOURONNES PLACE DES CHAMPS ELYSEES  91080 COURCOURONNES   ;0;14/11/2017 00:00
Communauté d'agglomération Hérault Méditerranée;CA34;2,43401E+13;Montpellier; 22 AVENUE DU 3EME MILLENAIRE  34630 SAINT-THIBERY   ;0;10/03/2015 00:00
Communauté d'agglomération Nîmes métropole;CA30;2,43001E+13;Nîmes;LE COLISEE 3 RUE DU COLISEE  30947 NIMES  CEDEX 9 ;0;16/01/2014 00:00
Communauté d'agglomération Pau Béarn Pyrénées;CAPP;2,00067E+13;PAU; 2 BIS PLACE ROYALE BP 547 64000 PAU   ;0;26/11/2012 00:00
COMMUNAUTE D'AGGLOMERATION PORTES DE FRANCE-THIONVILLE;CA57;2,45701E+13;Arrêté de la Préfecture de Moselle;HOTEL DE COMMUNAUTE ESPACE CORMONTAIGN 4 AVENUE GABRIEL LIPPMANN CS 30054 57972 YUTZ  CEDEX ;0;26/07/2013 00:00
Communauté d'agglomération Quimper Bretagne Occidentale;CAQB;2,00068E+13;Quimper ; 44 PLACE SAINT CORENTIN CS 26004 29107 QUIMPER  CEDEX ;0;02/12/2019 00:00
COMMUNAUTE D'AGGLOMERATION SEINE-ESSONNE;CA91; ;arrêté 02-SP1-0215 du 30/10/2002 du Préfet 91;RN 7 ROND-POINT DE LA DEMI-LUNE BP 14 91830 LE COUDRAY-MONTCEAUX   ;0;22/02/2013 00:00
Communauté d'agglomération Valenciennes métropole;CAVA;2,45901E+13;Valenciennes;HOPITAL DU HAINAUT 2 PLACE DE L HOPITAL GENERAL CS 60227 59305 VALENCIENNES  CEDEX ;0;27/02/2017 00:00
Communauté de communes Beaucaire Terre d'Argence;CCBA;2,43001E+13;Beaucaire terre d'Argence; 1 AVENUE DE LA CROIX BLANCHE  30300 BEAUCAIRE   ;0;04/03/2018 00:00
COMMUNAUTE DE COMMUNES CESTAS CANEJAN;CACE; ;communauté de communes; 2 AVENUE DU BARON HAUSSAMNN BP 9 33611 CESTAS  CEDEX ;0;28/11/2011 00:00
Communauté de communes coeur et coteaux du Comminges;CC31;2,00073E+13; ; 4 RUE DE LA REPUBLIQUE  31800 SAINT-GAUDENS   ;0;27/05/2015 00:00
COMMUNAUTE DE COMMUNES DE BIEVRE EST;CCBE;2,43801E+13;ISERE;PARC D'ACTIVITES BIEVRE DAUPHINE 1352 RUE AUGUSTIN BLANCHET  38690 COLOMBE   ;0;30/04/2013 00:00
Communauté de communes de Petite Terre;CCPT;2,00051E+13;Mamoudzou; RUE PPF BP 74 97615 PAMANDZI   ;0;26/06/2019 00:00
COMMUNAUTE DE COMMUNES DES COTES DE CHAMPAGNE;R196; ;Vitry le François 12/93; 8 PLACE DU MATRAS  51340 VANAULT LES DAMES   ;0;18/09/2006 00:00
COMMUNAUTE DE COMMUNES DU CANTON DE RIBIERS;RVDM;2,405E+13;Ribiers; 15 GRAND RUE  05300 RIBIERS   ;0;01/04/2011 00:00
Communauté de communes du Pays de Bitche;CCPB;2,00069E+13; ; 4 RUE DU GENERAL STUHL BP 80043 57232 BITCHE   ;0;31/01/2017 00:00
Communauté de communes du Saulnois;CCSL;2,45701E+13; ; 14TER PLACE DE LA SALINE  57170 CHATEAU-SALINS   ;0;04/12/2014 00:00
Communauté de communes Faucigny-Glières;CCFG;2E+13; ; 6 PLACE DE L HOTEL DE VILLE  74130 BONNEVILLE   ;0;16/05/2017 00:00
COMMUNAUTE DE COMMUNES PROVENCE LUBERON DURANCE;CPLD; ;Arrêté N° 10 du 31/12/200; 315C AVENUE SAINT BALDOU  84300 CAVAILLON   ;0;24/02/2011 00:00
Communauté de communes Rives de Moselle;RIMO;2,0004E+13;Maizieres-lès-Metz; 1 PLACE DE LA GARE  57280 MAIZIERES-LES-METZ   ;0;29/02/2016 00:00
Communauté urbaine Creusot Montceau les Mines;CUCM;2,471E+13; ;CHATEAU DE LA VERRERIE  BP 90069 71206 LE CREUSOT  CEDEX ;0;15/02/2016 00:00
Communauté urbaine du grand Reims;CUGR;2,00067E+13;Reims;  CS 80036 51722 REIMS  CEDEX ;0;09/01/2017 00:00
Commune Ambérieu-en-Bugey;AMEB;2,101E+13; ;MAIRIE PLACE ROBERT MARCELPOIL CS 70429 01500 AMBERIEU-EN-BUGEY   ;0;04/01/2019 00:00
Commune d'Albertville;COAL;2,173E+13;CHAMBERY;MAIRIE 12 COURS DE L HOTEL DE VILLE BP 104 73207 ALBERTVILLE  CEDEX ;0;14/02/2019 00:00
Commune d'Albi;CA81;2,181E+13;Albi;MAIRIE 16 RUE DE L HOTEL DE VILLE  81000 ALBI   ;0;01/06/2017 00:00
Commune d'Ambert;MBRT;2,163E+13;Ambert; 37 BOULEVARD HENRI IV BP 70 63600 AMBERT   ;0;16/03/2021 00:00
Commune d'Ambes;COAM;2,133E+13;Bordeaux; PLACE DU 11 NOVEMBRE  33810 AMBES   ;0;09/07/2020 00:00
Commune d'Auriol;COAU;2,113E+13;DR Centre Val de Loire ;MAIRIE PLACE DE LA LIBERATION  13390 AURIOL   ;0;08/02/2019 00:00
Commune de Berck;COBE;2,16201E+13;Orléans;MAIRIE 1 RUE HENRI ELBY  62600 BERCK   ;0;11/02/2020 00:00
Commune de Boé;COBO; ;2,147E+13; 5 RUE GUY SAINT MARTIN  47550 BOE   ;0;16/04/2021 00:00
Commune de Bonnétable;CBON; ;Commune;MAIRIE 44 RUE DU MARECHAL LECLERC  72110 BONNETABLE   ;0;14/09/2015 00:00
Commune de Bonneville;BO74;2,174E+13; ; PLACE DE L HOTEL DE VILLE BP 139 74136 BONNEVILLE  CEDEX ;0;06/05/2015 00:00
Commune de Bourg Saint Maurice - Les Arcs;BSMA; ;N° 217300540/00010 Bourg Saint Maurice; PLACE MARCEL GAIMARD  73700 BOURG SAINT MAURICE   ;0;26/09/2017 00:00
Commune de Bourg Saint-Christophe;BSCH;2,10101E+13;Bourg-en-Bresse; PLACE DE LA MAIRIE  01800 BOURG SAINT CHRISTOPHE   ;0;25/05/2021 00:00
Commune de Brando;BRND;212000434;Bastia; PLACE DE LA MAIRIE  20222 BRANDO   ;0;20/11/2020 00:00
Commune de Carrières-sur-Seine;CARS;2,17801E+13;Carrières-sur-Seine; 1 RUE VICTOR HUGO  78420 CARRIERES-SUR-SEINE   ;0;04/11/2020 00:00
Commune de Cayenne;CAYE;2,19733E+13;Cayenne;HOTEL DE VILLE 1 RUE DE REMIRE  97300 CAYENNE   ;0;11/08/2016 00:00
Commune de Challans;CHLL;2,185E+13;La Roche s/ Yon;HOTEL DE VILLE 1 BOULEVARD LUCIEN DODIN BP 239 85302 CHALLANS  CEDEX ;0;29/03/2016 00:00
Commune de Châlons-en-Champagne;CCEC;2,15101E+13;Châlons-en-Champagne;HOTEL DE VILLE PLACE FOCH  51022 CHALONS-EN-CHAMPAGNE  CEDEX ;0;18/11/2016 00:00
Commune de Châteauneuf-sur-Loire;COCH;2,14501E+13; ;HOTEL DE VILLE 1 PLACE ARISTIDE BRIAND  45110 CHATEAUNEUF SUR LOIRE   ;0;07/10/2020 00:00
Commune de Collonges au Mont d'Or;CCMO;2,16901E+13;Orléans;HOTEL DE VILLE   69660 COLLONGES AU MONT D'OR   ;0;22/08/2019 00:00
Commune de Dammartin-en-Goële;DMMG;217701531;14; 79 RUE DU GENERAL DE GAULLE  77230 DAMMARTIN EN GOELE   ;0;18/03/2021 00:00
Commune de Fontenay-aux-Roses;COFR;2,192E+13; ;MAIRIE 75 RUE BOUCICAUT  92260 FONTENAY-AUX-ROSES   ;0;30/10/2019 00:00
Commune de Gauchy;COGA;2,10203E+13;"	";MAIRIE 8 AVENUE ADRIEN RENARD  02430 GAUCHY   ;0;24/09/2020 00:00
Commune de Hardricourt;HRDT;2,17803E+13;Orléans; 2 RUE CHANTEREINE  78250 HARDRICOURT   ;0;12/09/2016 00:00
Commune de Houilles;COHO;2,17803E+13; ;MAIRIE 16 RUE GAMBETTA  78800 HOUILLES   ;0;03/10/2017 00:00
Commune de Huningue;HUUE; ;Ville de Huningue; 2 RUE DE SAINT LOUIS BP 350 68333 HUNINGUE   ;0;21/04/2017 00:00
Commune de Lormont;LRMN;213302490;Orleans; 1 RUE ANDRE DUPIN  33310 LORMONT   ;0;04/11/2020 00:00
Commune de Mâcon;CMMA;2,17103E+13;Mâcon;HOTEL DE VILLE QUAI LAMARTINE  71018 MACON  CEDEX ;0;17/01/2019 00:00
Commune de Malataverne;MLTV; ;na;MAIRIE 1 PLACE DE LA MAIRIE  26780 MALATAVERNE   ;0;17/06/2020 00:00
Commune de Marignier;COER;2,17402E+13; ; 43 AVENUE DE LA MAIRIE  74970 MARIGNIER   ;0;05/03/2018 00:00
Commune de Molsheim;MLSH;2,16703E+13; ;MAIRIE DE MOLSHEIM 17 PLACE DE L HOTEL DE VILLE  67129 MOLSHEIM  CEDEX ;0;09/11/2015 00:00
